Vaccine candidate,Developer Location,Trial Phase,1 or 2 doses,Deal Type,Finalized Commitment,Manufacturer and/or Distributor,Manufacturer and/or Distributor Primary Location,Doses committed (in millions),Timeline at time of deal,Price (in USD million), Price/Dose (in USD) ,Buyer/recipient,Region,Income level," GNI per capita, Atlas method (current US$) "," GNI, Atlas method (current US$) ", Population ,Population size (millions),Doses/capita,Population covered,Notes,Sources
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Unclear,,,2.160,,Not available,,Nicaragua,Latin America & Caribbean,Lower middle income," 1,890.00 "," 12,342,046,377.57 "," 6,545,502.00 ",6.55,0.330,16.50%,"It is not clear if it is bilateral purchase or via COVAX. The press release mentions a total of 7.4 doses but for each vaccine only gives the number of people who will receive the vaccine. For getting the individual number of doses, each vaccine number of doses needed per person is multipled with the total people.",https://www.efe.com/efe/america/sociedad/nicaragua-asegura-la-compra-de-7-4-millones-vacunas-para-covid-19/20000013-4439660
Gamaleya,Russian Federation,Approved,2,Government Purchase,Unclear,,,3.800,,37.05, 9.75 ,Nicaragua,Latin America & Caribbean,Lower middle income," 1,890.00 "," 12,342,046,377.57 "," 6,545,502.00 ",6.55,0.581,29.03%,"Pricing based on general statements from RDIF that that price/dose of 9.75 USD is ""the same for all markets.""",https://www.efe.com/efe/america/sociedad/nicaragua-asegura-la-compra-de-7-4-millones-vacunas-para-covid-19/20000013-4439660 ; https://www.reuters.com/article/us-health-coronavirus-nicaragua-russia-idUSKBN29I32R ; https://www.ft.com/content/ffe40c7d-c418-4a93-a202-5ee996434de7
Moderna,United States,Approved,2,Government Purchase,Unclear,,,1.500,,Not available,,Nicaragua,Latin America & Caribbean,Lower middle income," 1,890.00 "," 12,342,046,377.57 "," 6,545,502.00 ",6.55,0.229,11.46%,"It is not clear if it is bilateral purchase or via COVAX. The press release mentions a total of 7.4 doses but for each vaccine only gives the number of people who will receive the vaccine. For getting the individual number of doses, each vaccine number of doses needed per person is multipled with the total people.",https://www.efe.com/efe/america/sociedad/nicaragua-asegura-la-compra-de-7-4-millones-vacunas-para-covid-19/20000013-4439660
Gamaleya,Russian Federation,Approved,2,Government Purchase,Yes,,,0.200,3/1/2021,1.95,9.75,North Macedonia,Europe & Central Asia,Upper middle income," 5,840.00 "," 12,164,369,414.38 "," 2,083,459.00 ",2.08,0.096,4.80%,Price based on Gamaleya's statement that the vaccine is being sold in all markets for 9.75 USD/dose.,https://www.reuters.com/article/health-coronavirus-northmacedonia-vaccin/north-macedonia-receives-first-batch-of-russian-sputnik-v-vaccine-idUSL8N2L50NZ
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,0.800,Feb-21,Not available,,North Macedonia,Europe & Central Asia,Upper middle income," 5,840.00 "," 12,164,369,414.38 "," 2,083,459.00 ",2.08,0.384,19.20%,Official North Macedonia sources have reported 800000 doses.,http://zdravstvo.gov.mk/severna-makedonija-dobiva-800-iljadi-dozi-od-fajzer-5-850-stigaat-vo-fevruari/
Sinopharm/Beijing,China,Approved,2,Government Purchase,Unclear,,,0.200,,,,North Macedonia,Europe & Central Asia,Upper middle income," 5,840.00 "," 12,164,369,414.38 "," 2,083,459.00 ",2.08,0.096,4.80%,"Reuters and others have reported the purchase, but apparently the agreement has been postponed by the govt officials. Doses are yet to arrive in the country",https://www.reuters.com/article/health-coronavirus-northmacedonia-vaccin/north-macedonia-receives-first-batch-of-russian-sputnik-v-vaccine-idUSL8N2L50NZ ; https://abcnews.go.com/Health/wireStory/north-macedonia-batch-russia-vaccine-sputnik-76309500
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,0.370,Dec-20,Not available,,Oman,Middle East & North Africa,High income," 14,110.00 "," 70,217,006,215.23 "," 4,974,986.00 ",4.97,0.074,3.72%,,https://timesofoman.com/article/oman-among-first-few-countries-to-get-covid-19-vaccine-says-al-saidi; https://economictimes.indiatimes.com/news/international/uae/qatar-oman-to-receive-pfizer-biontech-covid-19-vaccine-this-week/articleshow/79837016.cms?from=mdr ; https://timesofoman.com/article/national-plan-for-covid-19-vaccination-in-oman
CanSino Biologics,China,Approved,1,Private Purchase,Yes,AJM Pharma Pvt,Pakistan,0.310,3/21/2021,Not available,,Pakistan,South Asia,Lower middle income," 1,410.00 "," 304,452,242,188.85 "," 216,565,318.00 ",216.57,0.001,0.14%,"AJM will be importing doses for sale on the private market. Purchase price not reported, but proposed price for sale on private market is 27.15 USD/dose. The ""trade price for an imported vaccine will add 40%  mark up in the landed cost, with another 15% for retailers or hospitals""",https://www.reuters.com/article/us-health-coronavirus-pakistan-vaccine/pakistan-to-start-private-imports-of-cansino-covid-19-vaccine-for-sale-idUSKBN2BE0N3
CanSino Biologics,China,Approved,1,Government Purchase,Yes,,,0.060,3/21/2021,Not available,,Pakistan,South Asia,Lower middle income," 1,410.00 "," 304,452,242,188.85 "," 216,565,318.00 ",216.57,0.000,0.03%,Talk ongoing for additional doses. Reuters has reported that a total of 13m doses of 3 Chinese vaccines has been purchased but the individual doses is not confirmed.,https://www.reuters.com/article/us-health-coronavirus-pakistan-vaccine-e/exclusive-pakistan-buys-1-million-vaccine-doses-from-china-minister-idUSKBN2BF20I?il=0 ; https://www.reuters.com/world/china/pakistan-get-154-million-doses-covid-19-vaccine-next-two-months-says-health-2021-04-29/
Gamaleya,Russian Federation,Approved,2,Private Purchase,Yes,Ali Gohar Pharmaceuticals Pvt [distributor],Pakistan,0.200,,1.95, 9.75 ,Pakistan,South Asia,Lower middle income," 1,410.00 "," 304,452,242,188.85 "," 216,565,318.00 ",216.57,0.001,0.05%,"AGP has already received 0.05m doses and expects delivery of another 0.15 as of March 2021. Chughtai Lab is attempting to purchase for sale on the private market in Pakistan. Pricing based on general statements from RDIF that that price/dose of 9.75 USD is ""the same for all markets.""",https://www.thenews.com.pk/latest/805728-first-shipment-of-privately-imported-russian-vaccine-sputnik-arrives-in-karachi ; https://www.reuters.com/article/us-health-coronavirus-pakistan-vaccine/pakistan-lab-expects-sputnik-v-doses-for-commercial-sale-in-a-week-idUSKBN2AE06D ; https://www.ft.com/content/ffe40c7d-c418-4a93-a202-5ee996434de7
Sinovac,China,Approved,2,Government Purchase,Yes,,,0.500,From April 2021,Not available,,Pakistan,South Asia,Lower middle income," 1,410.00 "," 304,452,242,188.85 "," 216,565,318.00 ",216.57,0.002,0.12%,Delivery of 0.5m doses. Unclear if more doses are expected. Reuters has reported that a total of 13m doses of 3 Chinese vaccines have been purchased but the distribution among the three is not confirmed.,https://www.thenews.com.pk/latest/824368-another-05-million-vaccine-doses-arrive-in-pakistan ; https://www.reuters.com/world/china/pakistan-get-154-million-doses-covid-19-vaccine-next-two-months-says-health-2021-04-29/
Sinopharm/Beijing,China,Approved,2,Government Purchase,Yes,,,1.000,,Not available,,Pakistan,South Asia,Lower middle income," 1,410.00 "," 304,452,242,188.85 "," 216,565,318.00 ",216.57,0.005,0.23%,"Pakistani govermented reported a purchase of 1.2m doses of Sinopharm in Dec 2020. In March, Pakistani government reported having purchased 1,060,000 doses of Sinopharm and CanSino vaccines together, with another 7m under discussion. Latest number used here. Reuters has reported that a total of 13m doses of 3 Chinese vaccines have been purchased but the distribution among the three is not confirmed.",https://www.reuters.com/article/us-health-coronavirus-pakistan-vaccine-e/exclusive-pakistan-buys-1-million-vaccine-doses-from-china-minister-idUSKBN2BF20I?il=0 ; https://uk.reuters.com/article/idUKL1N2JB077 ;  https://www.reuters.com/world/china/pakistan-get-154-million-doses-covid-19-vaccine-next-two-months-says-health-2021-04-29/
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,,,1.090,,4.30, 3.94 ,Panama,Latin America & Caribbean,High income," 14,950.00 "," 63,468,433,123.04 "," 4,246,439.00 ",4.25,0.257,12.83%,Price/dose based on reported total price for total number of doses.,https://www.reuters.com/article/idUSKBN27Z0F7 ; https://www.reuters.com/article/idUSKBN27Z0F7 ; https://www.presidencia.gob.pa/Noticias/Panama-entre-los-paises-que-aseguraron-a-tiempo-dosis-de-vacunas-contra-COVID-19-para-toda-su-poblacion-
Gamaleya,Russian Federation,Approved,2,Government Purchase,Unclear,,,3.000,1-Mar-21,29.25, 9.75 ,Panama,Latin America & Caribbean,High income," 14,950.00 "," 63,468,433,123.04 "," 4,246,439.00 ",4.25,0.706,35.32%,"The deal is under discussion as the Minister of Health of Panama sent a letter of intent to the director of the RFDI for an interest in purchasing 3m doses. Pricing based on general statements from RDIF that that price/dose of 9.75 USD is ""the same for all markets.""",https://cnnespanol.cnn.com/2021/02/05/panama-pide-a-rusia-3-millones-de-dosis-de-la-vacuna-sputnik-v/ ; https://www.ft.com/content/ffe40c7d-c418-4a93-a202-5ee996434de7
Johnson & Johnson,United States/Belgium,Approved,1,Government Purchase,Unclear,,,0.300,,Not available,,Panama,Latin America & Caribbean,High income," 14,950.00 "," 63,468,433,123.04 "," 4,246,439.00 ",4.25,0.071,7.06%,,https://www.presidencia.gob.pa/Noticias/Panama-entre-los-paises-que-aseguraron-a-tiempo-dosis-de-vacunas-contra-COVID-19-para-toda-su-poblacion- https://www.swissinfo.ch/spa/coronavirus-panam%C3%A1_panam%C3%A1-dispondr%C3%A1-en-dos-semanas-de-vacunas-de-astrazeneca-contra-la-covid-19/46332184
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,7.000,,84.00, 12.00 ,Panama,Latin America & Caribbean,High income," 14,950.00 "," 63,468,433,123.04 "," 4,246,439.00 ",4.25,1.648,82.42%,"4m doses were announced in November, but a December press release from the Panamanian governments puts the number at 3m. Since then, additional 2m doses have been purchased in 2 separate rounds. Price/dose based on the reported total prices for 4m doses and for one of the 2m purchases (which gave the same price/dose). ",https://www.presidencia.gob.pa/Noticias/Panama-entre-los-paises-que-aseguraron-a-tiempo-dosis-de-vacunas-contra-COVID-19-para-toda-su-poblacion-; https://www.reuters.com/article/idUSKBN27Z0F7 ; https://www.reuters.com/article/health-coronavirus-panama/panama-to-buy-2-million-more-doses-of-pfizer-vaccine-idUSL2N2KY0LQ ; https://www.reuters.com/world/americas/panama-buy-2-million-more-doses-pfizers-covid-19-vaccine-2021-04-21/
Gamaleya,Russian Federation,Approved,2,Government Purchase,Yes,,,1.000,,9.75, 9.75 ,Paraguay,Latin America & Caribbean,Upper middle income," 5,520.00 "," 38,878,965,487.71 "," 7,044,636.00 ",7.04,0.142,7.10%,"Deal has been finalised with reports of 1m doses purchased. Pricing based on general statements from RDIF that that price/dose of 9.75 USD is ""the same for all markets.""",https://www.worldpoliticsreview.com/trend-lines/29542/the-lessons-of-chile-s-vaccine-success-and-paraguay-s-struggles ; https://www.reuters.com/article/us-health-coronavirus-paraguay-sputnik/paraguay-inks-contract-for-russias-sputnik-coronavirus-vaccine-idUSKBN2A42W5 ; https://www.ft.com/content/ffe40c7d-c418-4a93-a202-5ee996434de7
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,,,14.000,Sep-21,Not available,,Peru,Latin America & Caribbean,Upper middle income," 6,740.00 "," 219,156,891,208.55 "," 32,510,453.00 ",32.51,0.431,21.53%,Vaccine trials were conducted in Peru.,"https://www.reuters.com/article/us-health-coronavirus-peru/peru-inks-deals-with-sinopharm-astrazeneca-for-coronavirus-vaccines-president-idUSKBN29B2JX
https://www.reuters.com/article/idUSKBN28Q02M"
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,32.000,From March 2021; 5m guaranteed by June 2021,Not available,,Peru,Latin America & Caribbean,Upper middle income," 6,740.00 "," 219,156,891,208.55 "," 32,510,453.00 ",32.51,0.984,49.21%,"Pfizer tested its vaccine in Peru. The Peruvian Health Minister has pointed to controversies related to liability waiver in December and raised doubts about the deal; however, finalized agreement signed in February. Additional 12m doses purchased in May 2021. ",https://www.reuters.com/article/us-health-coronavirus-peru/peru-inks-deal-with-pfizer-for-20-million-doses-of-coronavirus-vaccine-idUSKBN2A42MZ; https://www.reuters.com/world/americas/peru-inks-deal-purchase-12-million-additional-doses-pfizer-vaccine-2021-05-05/ ; https://www.reuters.com/article/idUSKBN2872OE; https://www.reuters.com/article/us-health-coronavirus-peru/peru-inks-deals-with-sinopharm-astrazeneca-for-coronavirus-vaccines-president-idUSKBN29B2JX
Sinopharm/Beijing,China,Approved,2,Government Purchase,Yes,,,38.000,First million in Jan 2021,Not available,,Peru,Latin America & Caribbean,Upper middle income," 6,740.00 "," 219,156,891,208.55 "," 32,510,453.00 ",32.51,1.169,58.44%,,https://www.reuters.com/article/us-health-coronavirus-peru/peru-inks-deals-with-sinopharm-astrazeneca-for-coronavirus-vaccines-president-idUSKBN29B2JX; https://www.reuters.com/article/idUSKBN28Q02M
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,,,17.000,,Not available,,Philippines,East Asia & Pacific,Lower middle income," 3,850.00 "," 415,750,092,385.41 "," 108,116,615.00 ",108.12,0.157,7.86%,"The govt news agency reported that ""The Philippine government, local government units (LGUs), private sector donors, and AstraZeneca signed a memorandum of agreement (MOA)."" More than 300 private sector actors ""committed to shoulder the acqusition of more vaccines""",https://www.pna.gov.ph/articles/1127356; https://www.philstar.com/headlines/2020/12/22/2065598/philippines-may-sign-deal-astrazeneca-30m-doses-covid-vaccine-next-week
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Private Purchase,Yes,,,2.600,May or June 2021,12.47, 4.80 ,Philippines,East Asia & Pacific,Lower middle income," 3,850.00 "," 415,750,092,385.41 "," 108,116,615.00 ",108.12,0.024,1.20%,Reporting states that private companies will purchase the vaccines and donate half to the Philippines government. Total price used to calculate price/dose.,"https://www.bloomberg.com/news/articles/2020-11-27/philippines-signs-deal-with-astrazeneca-for-2-6-million-doses, https://cnnphilippines.com/news/2020/12/22/Locsin--Galvez--PH-to-receive-30M-COVID-19-vaccine-doses-from-Novovax.html"
Bharat Biotech,India,Approved,2,Government Purchase,No,,,8.000,,Not available,,Philippines,East Asia & Pacific,Lower middle income," 3,850.00 "," 415,750,092,385.41 "," 108,116,615.00 ",108.12,0.074,3.70%,"Still under negotiations, the Indian ambassador has indicated that at least 8m doses is possible",https://www.cnnphilippines.com/news/2021/3/11/Philippines-India-Bharat-Biotech-Covaxin-8-million-doses.html
Gamaleya,Russian Federation,Approved,2,Government Purchase,Yes,,,20.000,Apr-21,195.00, 9.75 ,Philippines,East Asia & Pacific,Lower middle income," 3,850.00 "," 415,750,092,385.41 "," 108,116,615.00 ",108.12,0.185,9.25%,"Official govt sources report 20m doses finalised. Pricing based on general statements from RDIF that that price/dose of 9.75 USD is ""the same for all markets.""",https://www.pna.gov.ph/articles/1136649 ; https://www.bloomberg.com/news/articles/2021-02-16/philippines-says-covid-vaccine-orders-enough-to-hit-2021-goal ; https://www.reuters.com/article/us-health-coronavirus-philippines/duterte-says-filipinos-can-use-pfizer-vaccine-but-touts-sinovac-deal-idINKBN29N1SB ; https://www.ft.com/content/ffe40c7d-c418-4a93-a202-5ee996434de7
Johnson & Johnson,United States/Belgium,Approved,1,Government Purchase,Yes,,,5.000,Oct-21,Not available,,Philippines,East Asia & Pacific,Lower middle income," 3,850.00 "," 415,750,092,385.41 "," 108,116,615.00 ",108.12,0.046,4.62%,Doses committed based on Bloomberg estimate,https://www.bloomberg.com/news/articles/2021-02-16/philippines-says-covid-vaccine-orders-enough-to-hit-2021-goal ; https://www.reuters.com/article/us-health-coronavirus-philippines/duterte-says-filipinos-can-use-pfizer-vaccine-but-touts-sinovac-deal-idINKBN29N1SB
Moderna,United States,Approved,2,Government Purchase,Yes,,,20.000,,Not available,,Philippines,East Asia & Pacific,Lower middle income," 3,850.00 "," 415,750,092,385.41 "," 108,116,615.00 ",108.12,0.185,9.25%,,https://www.reuters.com/article/us-health-coronavirus-philippines-modern-idUSKBN29O1AW; https://www.reuters.com/article/us-health-coronavirus-philippines/philippines-can-secure-up-to-25-million-doses-of-moderna-arcturus-vaccines-ambassador-idUKKBN28S0CR
Novavax,United States,Phase 3,2,Government Purchase,Yes,Serum Institute,India,30.000,By July 2021,Not available,,Philippines,East Asia & Pacific,Lower middle income," 3,850.00 "," 415,750,092,385.41 "," 108,116,615.00 ",108.12,0.277,13.87%,,https://cnnphilippines.com/news/2020/12/22/Locsin--Galvez--PH-to-receive-30M-COVID-19-vaccine-doses-from-Novovax.html
Novavax,United States,Phase 3,2,Government Purchase,Yes,,,0.600,,Not available,,Philippines,East Asia & Pacific,Lower middle income," 3,850.00 "," 415,750,092,385.41 "," 108,116,615.00 ",108.12,0.006,0.28%,The purchase is made by the province of South Cotabato and the cost of the purchase will also be borne by the province and its municipalities.,https://www.pna.gov.ph/articles/1134482
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,15.000,Aug-21,Not available,,Philippines,East Asia & Pacific,Lower middle income," 3,850.00 "," 415,750,092,385.41 "," 108,116,615.00 ",108.12,0.139,6.94%,,https://www.bloomberg.com/news/articles/2021-02-16/philippines-says-covid-vaccine-orders-enough-to-hit-2021-goal ; https://www.reuters.com/article/us-health-coronavirus-philippines/duterte-says-filipinos-can-use-pfizer-vaccine-but-touts-sinovac-deal-idINKBN29N1SB
Sinovac,China,Approved,2,Government Purchase,Yes,,,25.000,,362.50, 14.50 ,Philippines,East Asia & Pacific,Lower middle income," 3,850.00 "," 415,750,092,385.41 "," 108,116,615.00 ",108.12,0.231,11.56%,Price based on the price/dose for 1m doses,https://www.bloomberg.com/news/articles/2021-03-01/philippines-begins-vaccinations-with-china-donated-sinovac-shots; https://www.philstar.com/headlines/2020/12/22/2065598/philippines-may-sign-deal-astrazeneca-30m-doses-covid-vaccine-next-week ; https://www.rappler.com/nation/one-million-sinovac-vaccine-doses-arrive-philippines-march-29-2021
Moderna,United States,Approved,2,Government Purchase,Yes,,,NA,,Not available,,Qatar,Middle East & North Africa,High income," 61,180.00 "," 173,269,092,486.30 "," 2,832,067.00 ",2.83,#VALUE!,#VALUE!,,https://www.reuters.com/article/health-coronavirus-qatar-moderna-int-idUSKBN27A0M3
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,NA,,Not available,,Qatar,Middle East & North Africa,High income," 61,180.00 "," 173,269,092,486.30 "," 2,832,067.00 ",2.83,#VALUE!,#VALUE!,,https://www.thepeninsulaqatar.com/article/21/02/2021/PHCC-to-start-using-Moderna-vaccines-at-three-health-centers ; https://www.thepeninsulaqatar.com/article/17/11/2020/Qatar-has-agreement-with-Moderna-and-Pfizer-for-Covid-19-vaccines-Official
Gamaleya,Russian Federation,Approved,2,Government Purchase,Yes,,,0.008,,0.08, 9.75 ,San Marino,Europe & Central Asia,High income, .. , .. ," 33,860.00 ",0.03,0.236,11.81%,"7500 doses have been delivered and more are likely to be received. Total price of 78,000 USD is based on RDIF's claim that the same price of 9.75/dose is being charged in all markets. ",https://www.euronews.com/2021/02/24/san-marino-buys-russia-s-sputnik-v-after-eu-vaccine-delivery-delays
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,Serum Institute,India,1.500,,Not available,,Saudi Arabia,Middle East & North Africa,High income," 22,840.00 "," 782,621,821,770.23 "," 34,268,528.00 ",34.27,0.044,2.19%,"Official Govt of India data shows two separate shipments for 3m and 1.5m. While Reuters had reported the price/dose for the first shipment, its not clear its the second shipment is part of the initial agreement or not, so this has been recorded as a separate arrangement.",https://www.mea.gov.in/vaccine-supply.htm
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,Serum Institute,India,3.000,Feb-21,15.75, 5.25 ,Saudi Arabia,Middle East & North Africa,High income," 22,840.00 "," 782,621,821,770.23 "," 34,268,528.00 ",34.27,0.088,4.38%,Total price based on reported price/dose,https://www.reuters.com/article/health-coronavirus-india-saudi-exclusive/exclusive-saudi-arabia-to-get-three-million-astrazeneca-shots-in-about-a-week-from-india-idUSKBN29V0DE
Gamaleya,Russian Federation,Approved,2,Government Purchase,Unclear,,,NA,,Not available, 9.75 ,Saudi Arabia,Middle East & North Africa,High income," 22,840.00 "," 782,621,821,770.23 "," 34,268,528.00 ",34.27,#VALUE!,#VALUE!,"Pricing based on general statements from RDIF that that price/dose of 9.75 USD is ""the same for all markets.""",https://www.reuters.com/article/idUSL4N2GS24X ; https://www.ft.com/content/ffe40c7d-c418-4a93-a202-5ee996434de7
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,3.000,All received by 5/1/2021,Not available,,Saudi Arabia,Middle East & North Africa,High income," 22,840.00 "," 782,621,821,770.23 "," 34,268,528.00 ",34.27,0.088,4.38%,,"https://english.alarabiya.net/en/coronavirus/2020/12/29/Coronavirus-Saudi-Arabia-to-receive-3-million-Pfizer-COVID-19-vaccine-doses-by-May-2021, https://www.voanews.com/covid-19-pandemic/saudi-arabia-begins-inoculating-people-pfizer-covid-19-vaccines"
Sinopharm/Beijing,China,Approved,2,Government Purchase,Yes,,,0.200,Feb-21,3.71, 18.55 ,Senegal,Sub-Saharan Africa,Lower middle income," 1,460.00 "," 23,752,374,208.24 "," 16,296,364.00 ",16.30,0.012,0.61%,Price/dose based on total reported price. Other reporting has put this at 20 USD/dose.,https://www.reuters.com/article/uk-health-coronavirus-senegal-idUSKBN2AI0OU ; https://www.reuters.com/article/uk-health-coronavirus-senegal-idUSKBN29I13J ; https://www.reuters.com/article/uk-health-coronavirus-africa-vaccine-dip-idUSKBN2B40P7
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,Serum Institute,India,0.150,Feb-21,Not available,,Serbia,Europe & Central Asia,Upper middle income," 7,030.00 "," 48,848,120,108.28 "," 6,944,975.00 ",6.94,0.022,1.08%,"Total doses purchased is unavailable, but 0.15m doses have been delivered so far.",https://www.arabnews.com/node/1813056/world
Gamaleya,Russian Federation,Approved,2,Government Purchase,Yes,,,2.000,,19.50, 9.75 ,Serbia,Europe & Central Asia,Upper middle income," 7,030.00 "," 48,848,120,108.28 "," 6,944,975.00 ",6.94,0.288,14.40%,"Pricing based on general statements from RDIF that that price/dose of 9.75 USD is ""the same for all markets.""",https://rdif.ru/Eng_fullNews/6273/; https://rs.n1info.com/english/news/serbia-signing-contract-for-another-11-mn-covid-19-vaccine-doses-pm-says/; https://tass.com/society/1242193 ; https://www.ft.com/content/ffe40c7d-c418-4a93-a202-5ee996434de7
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,2.390,,Not available,,Serbia,Europe & Central Asia,Upper middle income," 7,030.00 "," 48,848,120,108.28 "," 6,944,975.00 ",6.94,0.344,17.21%,"Unclear how many doses have been purchased; the government has declared the contract ""strictly confidential"". However, it is for at least 2.39m doses based on government reporting in Feb 2021. ",https://seenews.com/news/serbia-to-receive-12-mln-doses-of-pfizer-biontech-vaccine-in-q2-731902 ; https://rs.n1info.com/english/news/serbia-signing-contract-for-another-11-mn-covid-19-vaccine-doses-pm-says/ ; https://www.serbianmonitor.com/en/serbian-authorities-declare-contract-with-pfizer-on-anti-covid-vaccine-confidential/ ; https://seenews.com/news/serbia-to-get-up-to-360000-doses-of-pfizers-covid-19-vaccine-in-jan-govt-725714
Sinopharm/Beijing,China,Approved,2,Government Purchase,Yes,,,1.500,,Not available,,Serbia,Europe & Central Asia,Upper middle income," 7,030.00 "," 48,848,120,108.28 "," 6,944,975.00 ",6.94,0.216,10.80%,"Unclear how many total doses have been purchased, however, reporting has placed it at at least 1.5m. Some reporting points to 17.5m total doses secured, but does not specify the breakdown by vaccine company. ",https://www.rferl.org/a/china-strategic-vaccine-diplomacy-gains-a-foothold-in-the-balkans/31106320.html ; https://rs.n1info.com/english/news/serbia-signing-contract-for-another-11-mn-covid-19-vaccine-doses-pm-says/ ; https://www.reuters.com/article/us-health-coronavirus-serbia-china-vacci/serbia-receives-million-doses-of-chinas-sinopharm-covid-19-vaccine-idUSKBN29L0EV
Arcturus/Duke NUS,Singapore/United States,Phase 2,1,Government Purchase,Yes,,Singapore,NA,,175.00,,Singapore,East Asia & Pacific,High income," 59,590.00 "," 339,860,544,637.51 "," 5,703,569.00 ",5.70,#VALUE!,#VALUE!,"Unclear how many doses will be purchased, but reporting states that up to 175m may be spent on a purchase at a preset price/dose.",https://ir.arcturusrx.com/news-releases/news-release-details/arcturus-therapeutics-announces-positive-interim-arct-021-lunar
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,,,2.300,,Not available,,Singapore,East Asia & Pacific,High income," 59,590.00 "," 339,860,544,637.51 "," 5,703,569.00 ",5.70,0.403,20.16%,Uncertain how many doses committed. Reporting says approximately 20 percent of the population would be covered,https://www.straitstimes.com/asia/se-asia/malaysia-to-receive-first-batch-of-pfizer-covid-19-vaccine-in-february-report
Moderna,United States,Approved,2,Government Purchase,Yes,,,NA,,Not available,,Singapore,East Asia & Pacific,High income," 59,590.00 "," 339,860,544,637.51 "," 5,703,569.00 ",5.70,#VALUE!,#VALUE!,,https://investors.modernatx.com/news-releases/news-release-details/moderna-confirms-supply-agreement-ministry-health-supply
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,NA,,Not available,,Singapore,East Asia & Pacific,High income," 59,590.00 "," 339,860,544,637.51 "," 5,703,569.00 ",5.70,#VALUE!,#VALUE!,,https://www.pfizer.com.sg/pfizer-and-biontech-supply-singapore-vaccine-candidate-combat-covid-19
Sinovac,China,Approved,2,Government Purchase,Yes,,,0.200,Feb-21,Not available,,Singapore,East Asia & Pacific,High income," 59,590.00 "," 339,860,544,637.51 "," 5,703,569.00 ",5.70,0.035,1.75%,"Total doses purchased is unavailable, but 03.m doses have been delivered. Use is subject to approval",https://www.channelnewsasia.com/news/singapore/covid-19-vaccines-singapore-sinovac-advance-purchases-14481260
Gamaleya,Russian Federation,Approved,2,Government Purchase,Yes,,,2.000,Mar-21,19.50, 9.75 ,Slovak Republic,Europe & Central Asia,High income," 19,210.00 "," 104,778,879,969.88 "," 5,454,073.00 ",5.45,0.367,18.33%,"The signing of this deal was kept secret until the first shipment arrived, sparking a political crisis in the country. ",https://www.euronews.com/2021/03/01/slovakia-receives-200-000-doses-of-russia-s-sputnik-v-coronavirus-vaccine ; https://apnews.com/article/business-europe-slovakia-coronavirus-pandemic-russia-f2bacce2400657f65c1851bf000223d6
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,Serum Institute,India,1.000,End of Jan 2021,5.25, 5.25 ,South Africa,Sub-Saharan Africa,Upper middle income," 6,040.00 "," 353,529,193,704.07 "," 58,558,270.00 ",58.56,0.017,0.85%,Price being paid is higher than the 3 or less that has been arranged elsewhere for the AstraZeneca vaccine (but aligns with the price paid by Saudi Arabia). Vaccinations have been suspended due to a lack of efficacy against the SA strain (B.1.351). Initial deal for 1.5m doses but SII refunded the cost of undelivered 0.5m vaccines,https://abcnews.go.com/Health/wireStory/south-africa-buys-15-million-doses-astrazeneca-vaccine-75107317; https://www.theguardian.com/world/2021/jan/22/south-africa-paying-more-than-double-eu-price-for-oxford-astrazeneca-vaccine ; https://www.bbc.com/news/world-africa-55975052
Johnson & Johnson,United States/Belgium,Approved,1,Government Purchase,Yes,,,31.000,,Not available,,South Africa,Sub-Saharan Africa,Upper middle income," 6,040.00 "," 353,529,193,704.07 "," 58,558,270.00 ",58.56,0.529,52.94%,"Arrangement originally announced for 9m, increased to 11m end of Feb 2021, the increased to 31m in May 2021.",https://www.reuters.com/article/us-health-coronavirus-safrica/south-africa-signs-jj-vaccine-deal-eases-restrictions-idUSKCN2AS0NQ; https://www.reuters.com/article/uk-health-coronavirus-safrica-vaccine-idUSKBN29N1D9 ; https://www.reuters.com/world/africa/pfizer-supply-45-mln-doses-covid-19-vaccine-south-africa-by-june-2021-05-02/
